line,text,State,ShanDiv
4,"Animal Cruelty and Abuse - As introduced, requires a person convicted of the offense of cruelty to animals to pay the costs of housing and ...",Tennessee,0
5,"Solid Waste Disposal - As introduced, increases the number of days that a county highway department has to remove signs notifying the public of a ...",Tennessee,0
6,"Economic and Community Development, Dept. of - As introduced, deletes provision regarding the appointing authority of the defunct Tennessee board for economic growth. - Amends ...",Tennessee,0
7,"Consumer Protection - As introduced, revises the requirement that a retailer reimburse a customer for mailing costs incurred in returning clothing for removal of an ...",Tennessee,0
8,"Hospitals and Health Care Facilities - As introduced, changes time within which an order must be issued following an administrative hearing concerning a nursing home ...",Tennessee,0
9,"TennCare - As introduced, on December 31, 2015, repeals the Medicaid Act of 1968 and terminates Tennessee's participation in the Medicaid program. - Amends TCA ...",Tennessee,0
10,"Tort Liability and Reform - As introduced, creates certain tort liability protections for contractors providing direct client services for the department of children's services, the ...",Tennessee,0
1,"Mass Transit - As introduced, deletes the provision that conditions the construction, maintenance, or operation of a dedicated-lane bus rapid transit system on a state ...",Tennessee,0
2,"Consumer Protection - As introduced, clarifies that a district attorney general may prosecute an alleged violation of interference with operations of ticket sellers in any ...",Tennessee,0
3,"Health Care - As introduced, increases the cap on the amount healthcare providers can charge for copying medical records, other than for records involving workers' ...",Tennessee,0
4,"Hospitals and Health Care Facilities - As introduced, enacts the ""Annual Coverage Assessment Act of 2015."" - Amends TCA Title 71, Chapter 5 and Chapter ...",Tennessee,0
5,"Local Government, General - As introduced, increases period of advance public notice required before a hearing is held on a petition to establish a housing ...",Tennessee,0
6,"Highways, Roads and Bridges - As introduced, expands enhanced penalty for disposal of trash near a scenic highway to include area within 1,000 feet of ...",Tennessee,0
7,"Landlord and Tenant - As introduced, requires certain residential landlords to make certain certifications and disclosure in writing to prospective and current tenants with regard ...",Tennessee,0
8,"Mass Transit - As introduced, directs the department of transportation to conduct a needs assessment of public transportation in Tennessee; requires the department to report ...",Tennessee,0
9,"Election Laws - As introduced, removes references to the Votomatic punch card voting system. - Amends TCA Title 1; Title 2 and Title 3.",Tennessee,0
10,"Divorce, Annulment and Alimony - As introduced, clarifies that, in a divorce proceeding, a judge may distribute marital property based on fault. - Amends TCA ...",Tennessee,0
1,"Uniform Commercial Code - As introduced, increases from 30 days to 60 days the period in which a purchase-money security interest in goods, other than ...",Tennessee,0
2,"Courts - As introduced, increases the time in which members of the state court clerks' conference must be given notice prior to a meeting from ...",Tennessee,0
3,"Solid Waste Disposal - As introduced, increases the number of days that a county highway department has to remove signs notifying the public of a ...",Tennessee,0
4,"Energy - As introduced, requires the annual report of the energy division of the department of economic and community development to be posted online on ...",Tennessee,0
5,"Commerce and Insurance, Dept. of - As introduced, requires the state fire marshal, in consultation with TACIR, to submit a report to the local government ...",Tennessee,0
6,"Criminal Offenses - As introduced, extends Class C misdemeanor offense for handling deadly snakes and reptiles in a manner that endangers other people to include ...",Tennessee,0
7,"Hospitals and Health Care Facilities - As introduced, changes time within which an order must be issued following an administrative hearing concerning a nursing home ...",Tennessee,0
8,"Landlord and Tenant - As introduced, requires certain residential landlords to make certain certifications and disclosure in writing to prospective and current tenants with regard ...",Tennessee,0
9,"Food and Food Products - As introduced, increases from 10 days to 15 days the notice requirement that the commissioner must give to a holder ...",Tennessee,0
10,"Health Care - As introduced, increases the cap on the amount healthcare providers can charge for copying medical records, other than for records involving workers' ...",Tennessee,0
1,"Tort Liability and Reform - As introduced, creates certain tort liability protections for contractors providing direct client services for the department of children's services, the ...",Tennessee,0
2,"Revenue, Dept. of - As introduced, requires the department of revenue to annually check the list of recipients of disabled parking placards against the department ...",Tennessee,0
3,"Bonds and Undertakings, Regulation of - As introduced, enacts the ""Tennessee Pay-for-Success Act of 2015."" - Amends TCA Title 4 and Title 9.",Tennessee,0
4,"Attorney General and Reporter - As introduced, requires the attorney general and reporter to report to the department of justice that a no-go zone exists ...",Tennessee,0
